Repitition,Time,rho,SNR,n,Optimality Gap,Change Points
30,449.473331,0,1.22,1000,0.604724059,[]
30,450.1069589,0.3,1.22,1000,0.671754819,[]
30,453.1864471,0.7,1.22,1000,0.700864786,"[532, 590]"
30,454.18169,0,0.71,1000,0.209365889,"[495, 740]"
30,460.662349,0.3,0.71,1000,0.52845913,[]
30,459.367718,0.7,0.71,1000,0.595680014,[995]
31,459.7817829,0,6,1000,0.179909632,[499]
31,454.9035399,0.3,6,1000,0.54102604,"[499, 950, 971]"
31,457.6914198,0.7,6,1000,0.89451865,[]
31,458.2442713,0,3.52,1000,0.29390588,"[474, 500]"
31,456.320612,0.3,3.52,1000,0.779160818,[]
31,455.4081988,0.7,3.52,1000,0.83198498,[11]
31,457.7059829,0,2.07,1000,0.396943288,"[401, 496, 852]"
31,455.2663476,0.3,2.07,1000,0.715278623,[994]
31,451.8469,0.7,2.07,1000,0.752240781,[]
31,448.4305279,0,1.22,1000,0.591512256,[]
31,449.6005821,0.3,1.22,1000,0.605818769,[]
31,452.7023108,0.7,1.22,1000,0.676927733,[989]
31,454.376863,0,0.71,1000,0.483905979,[]
31,461.170742,0.3,0.71,1000,0.516107332,[]
31,459.2049751,0.7,0.71,1000,0.601194298,[]
32,460.0118148,0,6,1000,0.183808635,[502]
32,456.1721191,0.3,6,1000,0.861706274,[]
32,455.7343838,0.7,6,1000,0.88474417,[21]
32,458.5229001,0,3.52,1000,0.139138247,[499]
32,456.488646,0.3,3.52,1000,0.814425463,[]
32,455.549897,0.7,3.52,1000,0.835085794,[]
32,457.5910101,0,2.07,1000,0.706498228,[]
32,455.2755711,0.3,2.07,1000,0.703764388,[]
32,451.6659169,0.7,2.07,1000,0.760235898,[]
32,449.0793941,0,1.22,1000,0.127910582,[501]
32,449.2262731,0.3,1.22,1000,0.619513029,[]
32,454.7316461,0.7,1.22,1000,0.664881601,[]
32,456.3716149,0,0.71,1000,0.530763307,[]
32,463.1046982,0.3,0.71,1000,0.567913059,[]
32,463.0222731,0.7,0.71,1000,0.629483198,"[689, 694]"
33,459.9746978,0,6,1000,0.185091042,[497]
33,456.4110179,0.3,6,1000,0.388260264,"[295, 500]"
33,455.8596148,0.7,6,1000,0.898382358,[]
33,458.2689447,0,3.52,1000,0.142561109,[499]
33,456.3335419,0.3,3.52,1000,0.804347595,[]
33,455.5642791,0.7,3.52,1000,0.8502098,[]
33,457.6656122,0,2.07,1000,0.254533183,"[117, 499]"
